"Lanturn","171","agua","electrico","Absorbe Elec/Iluminación","Absorbe Agua","Disco Acero","125","58","58","67","76","76","Golpe","Onda Certera","Supersónico","Frío Polar"
"Pichu","172","electrico","","Elec. Estática","Pararrayos","Pañuelo Verde","20","40","15","60","35","35","Fogonazo","Leafitobombas","Barrena Telúrica","Megapuño"
"Cleffa","173","hada","","Gran Encanto/Muro Mágico","Compiescolta","Baya Enigma","50","25","28","15","45","55","Infierno","Ataque Aéreo","Buceo","Luz Aniquiladora"
"Igglybuff","174","normal","hada","Gran Encanto/Tenacidad","Compiescolta","Baya Higog","90","30","15","15","40","20","Megacuerno","Divide Dolor","Torbellino","Chirrido"
"Togepi","175","hada","","Entusiasmo/Dicha","Afortunado","Supercaña","35","20","65","20","40","65","Eructo","Legado","Bomba Fango","Plancha Voladora"
"Togetic","176","hada","volador","Entusiasmo/Dicha","Afortunado","Trozo Estrella","55","40","85","40","80","105","Hélice Trepanadora","Celebración","Agilidad","Antojo"
"Natu","177","psiquico","volador","Sincronía/Madrugar","Espejo Mágico","MT56","40","50","45","70","70","45","Puño Incremento","Pico Taladro","Vuelo","Confusión"
"Xatu","178","psiquico","volador","Sincronía/Madrugar","Espejo Mágico","Rubí","65","75","70","95","95","70","Contraataque","Derribo","Paliza","Reserva"
"Mareep","179","electrico","","Elec. Estática","Más","MT39","55","40","40","35","65","45","Beso Drenaje","Humareda","A Bocajarro","Aria Burbuja"
"Flaaffy","180","electrico","","Elec. Estática","Más","Tabla Helada","70","55","55","45","80","60","Ultrapuño","Truco Fuerza","Rabia","Divide Dolor"
"Ampharos","181","electrico","","Elec. Estática","Más","Máscara Profesor","90","75","85","55","115","90","Beso Amoroso","Puño Meteoro","Guardia Baja","Barrera"
"Bellossom","182","planta","","Clorofila","Alma Cura","Boleto Handsome","75","80","95","50","90","100","Meteorobola","Restricción","Chispazo","Doble Golpe"
"Marill","183","agua","hada","Sebo/Potencia","Herbívoro","Baya Ispero","70","20","50","40","20","50","Refugio","Cornada","Chulería","Trapicheo"
"Azumarill","184","agua","hada","Sebo/Potencia","Herbívoro","Antiderretir","100","50","80","50","60","80","Rastreo","Psicocolmillo","Garra Dragón","Onda Vacío"
"Sudowoodo","185","roca","","Robustez/Cabeza Roca","Cobardía","MT12","70","100","115","30","30","65","Onda Anómala","Sustituto","Llamarada","Cola Dragón"
"Politoed","186","agua","","Absorbe Agua/Humedad","Llovizna","Def. Esp. X 2","90","75","75","70","90","100","Bomba Ácida","Tempestad Rocosa","Cuchilla Solar","Vapodrenaje"
"Hoppip","187","planta","volador","Clorofila/Defensa Hoja","Allanamiento","Gema Agua","35","35","40","50","35","55","Danza Lunar","Fogonazo","Aire Afilado","Fuego Fatuo"
"Skiploom","188","planta","volador","Clorofila/Defensa Hoja","Allanamiento","MT17","55","45","50","80","45","65","Rayo Gélido","Danza Lluvia","Presa Espectral","Taladradora"
"Jumpluff","189","planta","volador","Clorofila/Defensa Hoja","Allanamiento","Eeveestal Z","75","55","70","110","55","95","Rizo Defensa","Juego Sucio","Campana Cura","Amortiguador"
"Aipom","190","normal","","Fuga/Recogida","Encadenado","Blanco","55","70","55","85","40","55","Mimético","Sentencia","Otra Vez","Guadaña Sedosa"
"Sunkern","191","planta","","Clorofila/Poder Solar","Madrugar","Scizorita","30","30","30","30","30","30","Garra Umbría","Ojitos Tiernos","Impresionar","Liofilización"
"Sunflora","192","planta","","Clorofila/Poder Solar","Madrugar","Cupón Exp","75","75","55","30","105","85","Rayo Carga","Sustituto","Viento Aciago","Aromaterapia"
"Yanma","193","bicho","volador","Impulso/Ojo Compuesto","Cacheo","Kangaskhanita","65","65","45","95","75","45","Hélice Trepanadora","Transformación","Desarme","Sylveotornado"
"Wooper","194","agua","tierra","Humedad/Absorbe Agua","Ignorante","PP Máximos","55","45","45","15","25","25","Corte","Hoja Aguda","Kinético","Canto"
"Quagsire","195","agua","tierra","Humedad/Absorbe Agua","Ignorante","Raíz Energía","95","85","85","35","65","65","Aguijón Letal","Puño Fuego","Somnífero","Treparrocas"
"Espeon","196","psiquico","","Sincronía","Espejo Mágico","Rubí","65","65","60","110","130","95","Anclaje","Psicocorte","Mandato","Ofrenda"
"Umbreon","197","siniestro","","Sincronía","Foco Interno","MT57","95","65","110","65","60","130","Venganza","Agujero Negro Aniquilador","Anegar","Eructo"
"Murkrow","198","siniestro","volador","Insomnio/Afortunado","Bromista","Gema Planta","60","85","42","91","85","42","Veloc. Extrema","Roca Veloz","Espacio Raro","Alivio"
"Slowking","199","agua","psiquico","Despiste/Ritmo Propio","Regeneración","Abono Insólito","95","75","80","30","100","110","Rayo Hielo","Pulso Umbrío","Malicioso","Encanto"
"Misdreavus","200","fantasma","","Levitación","Ritmo Propio","Baya Frambu","60","60","60","85","85","85","Derribo","Espacio Raro","Pantalla de Luz","Psicoonda"
"Unown","201","psiquico","","Levitación","Ritmo Propio","Carta Mina","48","72","48","48","72","48","Torm. Diamantes","Amnesia","Agarre","Ayuda"
"Wobbuffet","202","psiquico","","Sombra Trampa","Telepatía","Caña","190","33","58","33","33","58","Puño Sombra","Refugio","Ascuas","Megapuño"
"Girafarig","203","normal","psiquico","Foco Interno/Madrugar","Herbívoro","Barrita Plus","70","80","65","85","90","65","Fuerza Lunar","Hidrobomba","Golpe Bajo","Escaramuza"
"Pineco","204","bicho","","Robustez","Funda","Gafas Especiales","50","65","90","15","35","35","Ida y Vuelta","Supernova Original","Corte Vacío","Autodestrucción"
"Forretress","205","bicho","acero","Robustez","Funda","Gafas Aislantes","75","90","140","40","60","60","Voto Planta","Garra Dragón","Llama Gélida","Umbreozona"
"Dunsparce","206","normal","","Dicha/Fuga","Cobardía","MT81","100","70","70","45","65","65","Núcleo Castigo","Giga Impacto","Anegar","Puño Drenaje"
"Gligar","207","tierra","volador","Corte Fuerte/Velo Arena","Inmunidad","MT80","65","75","105","85","35","65","Meteoimpacto","Hueso Sombrío","Chupavidas","Tenaza"
"Steelix","208","acero","tierra","Cabeza Roca/Robustez","Potencia Bruta","Carta Invitar","75","85","200","30","55","65","Fertilizante","Agarrón","Hecatombe Pírica","Dragoaliento"
"Snubbull","209","hada","","Intimidación/Fuga","Cobardía","MT56","60","80","50","30","40","40","Bomba Germen","Mov. Sísmico","Ácido","Día de Pago"
"Granbull","210","hada","","Intimidación/Pies Rápidos","Cobardía","Arena Fina","90","120","75","45","60","60","Confidencia","Yo Primero","Demolición","Camuflaje"
"Qwilfish","211","agua","veneno","Punto Tóxico/Nado Rápido","Intimidación","Flor Irisada","65","95","85","85","55","55","Presa","Puño Certero","Celebración","Sol Matinal"
"Scizor","212","bicho","acero","Enjambre/Experto","Metal Liviano","Cura Total","70","130","100","65","55","80","Vendaval","Mal de Ojo","Último Lugar","Onda Ígnea"
"Shuckle","213","bicho","roca","Robustez/Gula","Respondón","Palo","20","10","230","5","10","230","Síntesis","Sofoco","Alud","Vapodrenaje"
"Heracross","214","bicho","lucha","Enjambre/Agallas","Autoestima","Absolita","80","125","75","85","40","95","Isofuerza","Excavar","Esfuerzo","Crioaliento Despiadado"
"Sneasel","215","siniestro","hielo","Foco Interno/Vista Lince","Hurto","Baya Algama","55","95","55","115","35","75","Relajo","Hierba Lazo","Puño Certero","Cabezazo Zen"
"Teddiursa","216","normal","","Recogida/Pies Rápidos","Recogemiel","Nictostal Z","60","80","50","40","50","50","Rompecoraza","Rayo Burbuja","Filo del Abismo","Excavar"
"Ursaring","217","normal","","Agallas/Pies Rápidos","Nerviosismo","Baya Meloc","90","130","75","55","75","75","Ofrenda","Brecha Negra","Ciclón","Purificación"
"Slugma","218","fuego","","Escudo Magma/Cuerpo Llama","Armadura Frágil","MT07","40","40","40","20","70","40","Distorsión","Tóxico","Espada Santa","Fuerza Lunar"
"Magcargo","219","fuego","roca","Escudo Magma/Cuerpo Llama","Armadura Frágil","Hierba Blanca","60","50","120","30","90","80","Rayo Confuso","Bomba Sónica","Acua Aro","Zona Mágica"
"Swinub","220","hielo","tierra","Despiste/Manto Níveo","Sebo","Scizorita","50","50","40","50","30","30","Megapuño","Reserva","Torbellino","Tajo Aéreo"
"Piloswine","221","hielo","tierra","Despiste/Manto Níveo","Sebo","Baya Andano","100","100","80","50","60","60","Demolición","Fuego Fatuo","Multiataque","Anillo Ígneo"
"Corsola","222","agua","roca","Entusiasmo/Cura Natural","Regeneración","Brazal","65","55","95","35","65","95","Mil Flechas","Onda Anómala","Llama Azul","Represalia"
"Remoraid","223","agua","","Entusiasmo/Francotirador","Veleta","Rubí","35","65","35","65","65","35","Frío Polar","Magnitud","Levitón","Arrumaco Sideral"
"Octillery","224","agua","","Ventosas/Francotirador","Veleta","Disco Volador","75","105","75","45","105","75","Latigazo","Fortaleza","Salmuera","Rayo Gélido"
"Delibird","225","hielo","volador","Espíritu Vital/Entusiasmo","Insomnio","Def. Esp. X 6","45","55","45","75","65","45","Hidropulso","Alarido","Paga Extra","Impactrueno"
"Mantine","226","agua","volador","Nado Rápido/Absorbe Agua","Velo Agua","Incienso Roca","85","40","70","70","80","140","Corte Vacío","Aire Afilado","Azote","Ventisca"
"Skarmory","227","acero","volador","Vista Lince/Robustez","Armadura Frágil","Buceo Ball","65","80","140","70","40","70","Constelación Robaalmas","Vastaguardia","Última Baza","Acróbata"
"Houndour","228","siniestro","fuego","Madrugar/Absorbe Fuego","Nerviosismo","Baya Kebia","45","60","30","65","80","50","Voltio Cruel","Garra Umbría","Salpicadura","Garra Brutal"
"Houndoom","229","siniestro","fuego","Madrugar/Absorbe Fuego","Nerviosismo","Toxisfera","75","90","50","95","110","80","Placaje Eléc","Foco Resplandor","Sacrificio","Imitación"
"Kingdra","230","agua","dragon","Nado Rápido/Francotirador","Humedad","MT18","75","95","95","85","95","95","Bofetón Lodo","Luz Aniquiladora","Ataque Fulgor","Demolición"
"Phanpy","231","tierra","","Recogida","Velo Arena","Baya Kebia","90","60","60","40","40","40","Beso Amoroso","Danza Aleteo","Agarre","Pulso Noche"
"Donphan","232","tierra","","Robustez","Velo Arena","MO04","90","120","120","50","60","60","Vapodrenaje","Puños Plasma","Golpe Bis","Vastaguardia"
"Porygon2","233","normal","","Rastro/Descarga","Cálculo Final","Antiderretir","85","80","90","60","105","95","Desenrollar","Vozarrón","Golpe Umbrío","Canto Arcaico"
"Stantler","234","normal","","Intimidación/Cacheo","Herbívoro","Piedra Pómez","73","95","62","85","85","65","Represión Metal","Electrocañón","Danza Aleteo","Chapoteo Lodo"
"Smeargle","235","normal","","Ritmo Propio/Experto","Veleta","Cupón Refuerzo","55","20","35","75","20","45","Psicoataque","Llama Fusión","Paz Mental","Acua Jet"
"Tyrogue","236","lucha","","Agallas/Impasible","Espíritu Vital","MT25","35","35","35","35","35","35","Masa Cósmica","Roca Veloz","Telequinesis","Golpe Mordaza"
"Hitmontop","237","lucha","","Intimidación/Experto","Impasible","Piedra Dura","50","95","95","70","35","110","Enfado","Hidrochorro","Golpe Bis","Fogonazo"
"Smoochum","238","hielo","psiquico","Despiste/Alerta","Hidratación","Baya Ispero","45","30","15","65","85","65","Ráfaga","Colmillo Hielo","Mil Flechas","Rayo Carga"
"Elekid","239","electrico","","Elec. Estática","Espíritu Vital","Pétalo Violeta","45","63","37","95","65","55","Salpikasurf","Esfera Aural","Tormento","Cerca"
"Magby","240","fuego","","Cuerpo Llama","Espíritu Vital","Correo-Oak","45","75","37","83","70","55","Fuego Sagrado","Lanzamiento","Garra Brutal","Agua Lodosa"
"Miltank","241","normal","","Sebo/Intrépido","Herbívoro","Polvo Energía","95","80","105","100","40","70","Treparrocas","As Oculto","Contraataque","Cerco Dimensión"
"Blissey","242","normal","","Cura Natural/Dicha","Alma Cura","Tarjeta Plasma","255","10","10","55","75","135","Chorro de Vapor","Paga Extra","Fuego Sagrado","Látigo Ígneo"
"Raikou","243","electrico","","Presión","Foco Interno","Tabla Oscura","90","85","75","115","115","100","Autodestrucción","Plancha Voladora","Pedrada","Ventisca"
"Entei","244","fuego","","Presión","Foco Interno","Nerviosfera","115","115","85","100","90","75","Atizar","Campo de Hierba","Niebla","Última Palabra"
"Suicune","245","agua","","Presión","Foco Interno","Palo","100","75","115","85","90","115","Cometa Draco","Cascada","Doble Ataque","Picotazo Ven"
"Larvitar","246","roca","tierra","Agallas","Velo Arena","Amor Ball","50","64","50","41","45","50","Campo Psíquico","Ráfaga Demoledora","Finta","Alud"
"Pupitar","247","roca","tierra","Mudar","Mudar","Cuerda Huida","70","84","70","51","65","70","Terratemblor","Robo","Hipnosis","Atracción"
"Tyranitar","248","roca","siniestro","Chorro Arena","Nerviosismo","Baya Andano","100","134","110","61","95","100","Bomba Lodo","Núcleo Castigo","Canon","Destructor"
"Lugia","249","psiquico","volador","Presión","Multiescamas","Cáps. Habilidad","106","90","130","110","90","154","Aria Burbuja","Llave Corsé","Cerca","Danza Llama"
"Ho-Oh","250","fuego","volador","Presión","Regeneración","Semilla Psique","106","130","90","90","110","154","Cabezazo","Cura Floral","Fuerza Equina","Danza Aleteo"
"Celebi","251","psiquico","planta","Cura Natural","Regeneración","Elixir","100","100","100","100","100","100","Residuos","Pikatormenta","Surf","Última Palabra"
"Treecko","252","planta","","Espesura","Liviano","MT74","40","45","35","70","65","55","Hidroariete","Lanzarrocas","Reserva","Onda Anómala"
"Grovyle","253","planta","","Espesura","Liviano","Galleta Yantra","50","65","45","95","85","65","Pantalla de Luz","Rastreo","Pulpocañón","Meditación"
"Sceptile","254","planta","","Espesura","Liviano","MO02","70","85","65","120","105","85","Dracoaliento Devastador","Impactrueno","Cambia Almas","Velo Sagrado"
"Torchic","255","fuego","","Mar Llamas","Impulso","MT91","45","60","40","45","70","50","Clonatipo","Ataque Aéreo","Romperrocas","Espada Santa"
"Combusken","256","fuego","lucha","Mar Llamas","Impulso","MT62","60","85","60","55","85","60","Cólera del Guardián","Plancha","Niebla Clara","Escaramuza"
"Blaziken","257","fuego","lucha","Mar Llamas","Impulso","MT49","80","120","70","80","110","70","Canto Mortal","Bomba Huevo","Barrena Telúrica","Respiro"
"Mudkip","258","agua","","Torrente","Humedad","Huevo Misterioso","50","70","50","40","50","50","Brazo Pincho","Bola de Polen","Supernova Original","Psíquico"
"Marshtomp","259","agua","tierra","Torrente","Humedad","Tarjeta Datos 03","70","85","70","50","60","70","Llama Final","Palmeo","Velo Sagrado","Vastaguardia"
"Swampert","260","agua","tierra","Torrente","Humedad","Baya Peragu","100","110","90","60","85","90","Onda Trueno","Rayo Carga","Poder Pasado","Púas"
"Poochyena","261","siniestro","","Fuga/Pies Rápidos","Cobardía","Disco Roca","35","55","35","35","30","30","Persecución","Paliza","Campo de Hierba","Paranormal"
"Mightyena","262","siniestro","","Intimidación/Pies Rápidos","Autoestima","Garchompita","70","90","70","70","60","60","Clemencia","Fortaleza","Último Lugar","Hipercolmillo"
"Zigzagoon","263","normal","","Recogida/Gula","Pies Rápidos","Toxisfera","38","30","41","60","30","41","Cabeza de Hierro","Picado Supersónico","Bostezo","Onda Tóxica"
"Linoone","264","normal","","Recogida/Gula","Pies Rápidos","Defensa X 6","78","70","61","100","50","61","Puño Cometa","Rayo Fusión","Mundo Gélido","Poder Reserva"
"Wurmple","265","bicho","","Polvo Escudo","Fuga","Def. Esp. X 2","45","45","35","20","20","30","Celebración","Cambio de Marcha","Psicocambio","Rugido"
"Silcoon","266","bicho","","Mudar","Mudar","Heracrossita","50","35","55","15","25","25","Mal de Ojo","Nitrocarga","Nitrocarga","Arañazo"
"Beautifly","267","bicho","volador","Enjambre","Rivalidad","Ataque X","60","70","50","65","100","50","Cuchilla Solar","Disparo Lodo","Surfeo Galvánico","Lluevehojas"
"Cascoon","268","bicho","","Mudar","Mudar","Heraccrossita","50","35","55","15","25","25","Somnífero","Anticura","Embestida Solar","Crioaliento Despiadado"
"Dustox","269","bicho","veneno","Polvo Escudo","Ojo Compuesto","Acromáquina","60","50","70","65","50","90","Hiperplancha Oscura","Represalia","Conversión","Colmillo Ven"
"Lotad","270","agua","planta","Nado Rápido/Cura Lluvia","Ritmo Propio","MT28","40","30","30","30","40","50","Bloqueo","Kinético","Autodestrucción","Amortiguador"
"Lombre","271","agua","planta","Nado Rápido/Cura Lluvia","Ritmo Propio","Baya Drasi","60","50","50","50","60","70","Onda Certera","Dulce Aroma","Humareda","Supersónico"
"Ludicolo","272","agua","planta","Nado Rápido/Cura Lluvia","Ritmo Propio","Tubo Pokécubos","80","70","70","70","90","100","Refugio","Mov. Sísmico","Absorber","Profecía"
"Seedot","273","planta","","Clorofila/Madrugar","Hurto","Mapa Viejo","40","40","50","30","30","30","Anticura","Derribo","Ácido","Aerochorro"
"Nuzleaf","274","planta","siniestro","Clorofila/Madrugar","Hurto","Incienso Marino","70","70","40","60","60","40","Puya Nociva","Fortaleza","Bote","Burbuja"
"Shiftry","275","planta","siniestro","Clorofila/Madrugar","Hurto","Caja Sellos","90","100","60","80","90","60","Castigo","Distorsión","Golpe Aéreo","Alboroto"
"Taillow","276","normal","volador","Agallas","Intrépido","Griseosfera","40","55","30","85","30","30","Testarazo","Ciclón de Hojas","Neblina","Avivar"
"Swellow","277","normal","volador","Agallas","Intrépido","Carta Imán","60","85","60","125","75","50","Isofuerza","Doble Bofetón","Amortiguador","Surfeo Galvánico"
"Wingull","278","agua","volador","Vista Lince/Hidratación","Cura Lluvia","Baya Safre","40","30","30","85","55","30","Hipnosis","Acoso","Rayo Umbrío","Isoguardia"
"Pelipper","279","agua","volador","Vista Lince/Llovizna","Cura Lluvia","Más PS","60","50","100","65","95","70","Arraigo","Tempestad Rocosa","Pulso Dragón","Retribución"
"Ralts","280","psiquico","hada","Sincronía/Rastro","Telepatía","Hueso Grueso","28","25","25","40","45","35","Electropunzada","Llama Final","Arrojo Intempestivo","Superdiente"
"Kirlia","281","psiquico","hada","Sincronía/Rastro","Telepatía","MT58","38","35","35","50","65","55","Psicocambio","Plancha","Premonición","Castigo"
"Gardevoir","282","psiquico","hada","Sincronía/Rastro","Telepatía","Escama Roja","68","65","65","80","125","115","Hidrobomba","Escupir","Constricción","Voltio Cruel"
"Surskit","283","bicho","agua","Nado Rápido","Cura Lluvia","Nido Ball","40","30","32","65","50","52","Trapicheo","Colmillo Ven","Onda Ígnea","Corte Vacío"
"Masquerain","284","bicho","volador","Intimidación","Nerviosismo","Escama Corazón","70","60","62","80","100","82","Reversión","Profecía","Vozarrón","Residuos"
"Shroomish","285","planta","","Efecto Espora/Antídoto","Pies Rápidos","Pluma Músculo","60","40","60","35","40","60","Púas","Destello","Disparo Espejo","Sonámbulo"
"Breloom","286","planta","lucha","Efecto Espora/Antídoto","Experto","Ll. Cabina 4","60","130","80","70","60","60","Lluvia Ígnea","V de Fuego","Ataque Arena","Magnitud"
"Slakoth","287","normal","","Ausente","Antídoto","MT37","60","60","60","30","35","35","Conjuro","Confusión","Cañón Floral","Isofuerza"
"Vigoroth","288","normal","","Espíritu Vital","Antídoto","Saquito Fragante","80","80","80","90","55","55","Cañón Floral","Arrumaco","Campo de Niebla","Pataleta"
"Slaking","289","normal","","Ausente","Antídoto","Real Cobre","150","160","100","100","95","65","Placaje Eléc","Reducción","Cólera del Guardián","Alivio"
"Nincada","290","bicho","tierra","Ojo Compuesto","Fuga","Carné Socio","31","45","90","40","30","30","Cuerpo Pesado","Carámbano","Pikatormenta","Bomba Fango"
"Ninjask","291","bicho","volador","Impulso","Allanamiento","Bonguri Verde","61","90","45","160","50","50","Reducción","Zumbido","Imagen","Acróbata"
"Shedinja","292","bicho","fantasma","Superguarda","Superguarda","MT92","1","90","45","40","30","30","Aullido","Hidrochorro","Polución","Rizo Defensa"
"Whismur","293","normal","","Insonorizar","Cobardía","Medichamita","64","51","23","28","51","23","Estallido","Aura Magnética","Onda Trueno","Atizar"
"Loudred","294","normal","","Insonorizar","Intrépido","Cola Plúmbea","84","71","43","48","71","43","Antiaéreo","Ataque Óseo","Campo Psíquico","Barrena Telúrica"
"Exploud","295","normal","","Insonorizar","Intrépido","Megacollar","104","91","63","68","91","73","Represión Metal","Última Baza","Doble Ataque","Cabezazo Zen"
"Makuhita","296","lucha","","Sebo/Agallas","Potencia Bruta","Parte Verde","72","60","30","25","20","30","Onda Trueno","Espabila","Frío Polar","Desarme"
"Hariyama","297","lucha","","Sebo/Agallas","Potencia Bruta","Disco Acero","144","120","60","50","40","60","Salmuera","Pulso Noche","Tormenta Arena","Tragar"
"Azurill","298","normal","hada","Sebo/Potencia","Herbívoro","Tabla Duende","50","20","40","20","20","40","Ventisca","Llama Gélida","Furia Natural","Pantalla de Luz"
"Nosepass","299","roca","","Robustez/Imán","Poder Arena","MT80","30","45","135","30","45","90","Bucle Arena","Isofuerza","Fisura","Lanzarrocas"
"Skitty","300","normal","","Gran Encanto/Normalidad","Piel Milagro","Defensa X","50","45","45","50","35","35","Despejar","Tornado","Llama Embrujada","Gigarrayo Fulminante"
"Delcatty","301","normal","","Gran Encanto/Normalidad","Piel Milagro","Abono Lento","70","65","65","90","55","55","Viento Hielo","Hélice Trepanadora","Testarazo","Don Natural"
"Sableye","302","siniestro","fantasma","Vista Lince/Rezagado","Bromista","Protector","50","75","75","50","65","65","Lanzamiento","Látigo","Atracción","Rayo Aurora"
"Mawile","303","acero","hada","Corte Fuerte/Intimidación","Potencia Bruta","Bola Férrea","50","85","85","50","55","55","Bola de Polen","Hipnosis","Martillo Hielo","Palmeo"
"Aron","304","acero","roca","Robustez/Cabeza Roca","Metal Pesado","Garra Rápida","50","70","100","30","40","40","Paralizador","Castigo","Sombra Vil","Bola Neblina"
"Lairon","305","acero","roca","Robustez/Cabeza Roca","Metal Pesado","Corazón Dulce","60","90","140","40","50","50","Tragar","Última Baza","Estrujón","Bomba Sónica"
"Aggron","306","acero","roca","Robustez/Cabeza Roca","Metal Pesado","Baya Arabol","70","110","180","50","60","60","Camuflaje","Embestida Solar","Plumerazo","Venganza"
"Meditite","307","lucha","psiquico","Energía Pura","Telepatía","Baya Perasi","30","40","55","60","40","55","Veloc. Extrema","Garra Umbría","Patada Giro","Danza Dragón"
"Medicham","308","lucha","psiquico","Energía Pura","Telepatía","Tarjeta Puntos","60","60","75","80","60","75","Hidrobomba","Embargo","Mil Temblores","Ataque Arena"
"Electrike","309","electrico","","Elec. Estática/Pararrayos","Menos","Toxisfera","40","45","40","65","65","40","Red Viscosa","Estímulo","Rueda Doble","Telépata"
"Manectric","310","electrico","","Elec. Estática/Pararrayos","Menos","Solgaleostal Z","70","75","60","105","105","60","Bucle Arena","Alboroto","Excavar","Sofoco"
"Plusle","311","electrico","","Más","Pararrayos","Tarjeta Datos 05","60","50","40","95","85","75","Trampa Venenosa","Rayo Hielo","Acua Aro","Escudo Tatami"
"Minun","312","electrico","","Menos","Absorbe Elec","Lunalastal Z","60","40","50","95","75","85","Fuerza Telúrica","Puños Plasma","Deseo","Terremoto"
"Volbeat","313","bicho","","Iluminación/Enjambre","Bromista","Abono Sorpresa","65","73","75","85","47","85","Romperrocas","Disparo Espejo","Acua Aro","Atizar"
"Illumise","314","bicho","","Despiste/Cromolente","Bromista","Especial X 2","65","47","75","85","73","85","Paga Extra","Rizo Defensa","Latigazo","Lanzarrocas"
"Roselia","315","planta","veneno","Cura Natural/Punto Tóxico","Defensa Hoja","Baya Yapati","50","60","45","65","100","80","Brillo Mágico","Megapatada","Agarre","Electrificación"
"Gulpin","316","veneno","","Lodo Líquido/Viscosidad","Gula","Flauta Amarilla","70","43","53","40","43","53","Estrujón","Ala Mortífera","A Bocajarro","Voto Fuego"
"Swalot","317","veneno","","Lodo Líquido/Viscosidad","Gula","Concha Cardumen","100","73","83","55","73","83","Tambor","Psicorrayo","Electropunzada","Tempestad Rocosa"
"Carvanha","318","agua","siniestro","Piel Tosca","Impulso","Periscopio","45","90","20","65","65","20","Onda Anómala","Trueno","Corpulencia","Plumerazo"
"Sharpedo","319","agua","siniestro","Piel Tosca","Impulso","MT54","70","120","40","95","95","40","Salpicadura","Onda Vacío","Imagen","Aromaterapia"
"Wailmer","320","agua","","Velo Agua/Despiste","Presión","Poción","130","70","35","60","70","35","Eco Metálico","Látigo Ígneo","Rizo Algodón","Desquite"
"Wailord","321","agua","","Velo Agua/Despiste","Presión","Misticristal","170","90","45","60","90","45","Destello","Megatón Floral","Gigavoltio Destructor","Patada Baja"
"Numel","322","fuego","tierra","Despiste/Simple","Ritmo Propio","Tarjeta Datos 09","60","60","40","35","65","45","Látigo","Cuchilla Solar","Tierra Viva","Shuriken de Agua"
"Camerupt","323","fuego","tierra","Escudo Magma/Roca Sólida","Irascible","Tarjeta Roja","70","100","70","40","105","75","Cambia Velocidad","Antojo","Rayo","Sofoco"
"Torkoal","324","fuego","","Humo Blanco/Sequía","Caparazón","Repartir Exp","70","85","140","20","85","70","Premonición","Barrera Espinosa","Aguzar","Gigadrenado"
"Spoink","325","psiquico","","Sebo/Ritmo Propio","Gula","Agua Mística","60","25","35","60","70","80","Disparo Demora","Surf","Telequinesis","Ácido"
"Grumpig","326","psiquico","","Sebo/Ritmo Propio","Gula","Precisión X","80","45","65","80","90","110","Alarido","Ojitos Tiernos","Foco","Lariat Oscuro"
"Spinda","327","normal","","Ritmo Propio/Tumbos","Respondón","Mapa Viejo","60","60","60","60","60","60","Guillotina","Imagen","Danza Despertar","Aura Magnética"
"Trapinch","328","tierra","","Corte Fuerte/Trampa Arena","Potencia Bruta","Despertar","45","100","45","10","45","45","Buceo","Rayo","Látigo Cepa","Aluvión de Flechas Sombrías"
"Vibrava","329","tierra","dragon","Levitación","Levitación","Escama Marina","50","70","50","70","50","50","Agujero Negro Aniquilador","Puño Sombra","Kinético","Refuerzo"
"Flygon","330","tierra","dragon","Levitación","Levitación","Hierba Mental","80","100","80","100","80","80","Gran Ojo","Premonición","Clemencia","Enrosque"
"Cacnea","331","planta","","Velo Arena","Absorbe Agua","Superpulsera Z","50","85","40","35","85","40","Danza Amiga","Maldición","Ascenso Draco","Pistola Agua"
"Cacturne","332","planta","siniestro","Velo Arena","Absorbe Agua","Ensueño Ball","70","115","60","55","115","60","Joya de Luz","Onda Trueno","Taladradora","Derribo"
"Swablu","333","normal","volador","Cura Natural","Aclimatación","MT11","45","40","60","50","40","75","Viento Cortante","Purificación","Cambia Defensa","Relevo"
"Altaria","334","dragon","volador","Cura Natural","Aclimatación","Normastal Z","75","70","90","80","70","105","As Oculto","Pulso Primigenio","Arrojo Intempestivo","Demolición"
"Zangoose","335","normal","","Inmunidad","Ímpetu Tóxico","Ampharosita","73","115","60","90","60","60","Mil Temblores","Poder Reserva","Carrera Arrolladora","Sofoco"
"Seviper","336","veneno","","Mudar","Allanamiento","Baya Higog","73","100","60","65","100","60","Hidrochorro","Ataque Fulgor","Plancha Voladora","Relevo"
"Lunatone","337","roca","psiquico","Levitación","Allanamiento","Scizorita","90","55","65","70","95","85","Tormenta Arena","Relevo","Tambor","Desquite"
"Solrock","338","roca","psiquico","Levitación","Allanamiento","MT26","90","95","85","70","55","65","Electrocañón","Hierba Lazo","Ciclón","Ayuda"
"Barboach","339","agua","tierra","Despiste/Anticipación","Hidratación","MT33","50","48","43","60","46","41","Retribución","Niebla","Acua Cola","Voto Agua"
"Whiscash","340","agua","tierra","Despiste/Anticipación","Hidratación","Fitostal Z","110","78","73","60","76","71","Pico Cañón","Destructor","Restricción","Viento Cortante"
"Corphish","341","agua","","Corte Fuerte/Caparazón","Adaptable","MT22","43","80","65","35","50","35","Clonatipo","Paso Dimensional","Tierra Viva","Refugio"
"Crawdaunt","342","agua","siniestro","Corte Fuerte/Caparazón","Adaptable","Baya Magua","63","120","85","55","90","55","Guadaña Sedosa","Superdiente","Envite Ígneo","Electrificación"
