"Mawilita","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Maxipepita","Quinta","No está a la venta","300001","Lista de objetos"
"Medalla Fulgor","Quinta","    US     |     UL    ","300001","Objeto clave"
"Medichamita","Quinta","No se puede vender","300001","Megapiedra"
"Mega-Aro","Quinta","    X        Y    ","300001","Objeto clave"
"Megaancla","Quinta","    X        Y    ","300001","Objeto clave"
"Megabrazalete","Quinta","    X        Y    ","300001","Objeto clave"
"Megabroche","Quinta","XY","300001","Objeto clave"
"Megacolgante","Quinta","    X        Y    ","300001","Objeto clave"
"Megacollar","Quinta","    X        Y    ","300001","Objeto clave"
"Megagafas","Quinta","    X        Y    ","300001","Objeto clave"
"Megaguante","Quinta","    X        Y    ","300001","Objeto clave"
"Mewstal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Mewtwoita X","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Mewtwoita Y","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Miel","Cuarta","100","501","Lista de objetos"
"Mimikyustal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Mineral Evol","Quinta","Desconocido","100","Lista de objetos"
"Miniseta","Quinta","Desconocido","100","Lista de objetos"
"Misticristal","Quinta","   HG      SS   ","100","Objeto clave"
"MO01","Quinta","   HG      SS   ","100","Objeto clave"
"MO02","Quinta","   HG      SS   ","100","Objeto clave"
"MO03","Quinta","   HG      SS   ","100","Objeto clave"
"MO04","Quinta","   HG      SS   ","100","Objeto clave"
"MO05","Quinta","   HG      SS   ","100","Objeto clave"
"MO06","Quinta","   HG      SS   ","100","Objeto clave"
"MO07","Quinta","   HG      SS   ","100","Objeto clave"
"MO08","Quinta","   HG      SS   ","100","Objeto clave"
"Moneda Amuleto","Segunda","No está a la venta","50","Lista de objetos"
"Necroluna","Segunda","    US     |     UL    ","50","Objeto clave"
"Necrosol","Segunda","    US     |     UL    ","50","Objeto clave"
"Néctar Amarillo","Segunda","    US     |     UL    ","50","Objeto clave"
"Néctar Rojo","Segunda","    US     |     UL    ","50","Objeto clave"
"Néctar Rosa","Segunda","    US     |     UL    ","50","Objeto clave"
"Néctar Violeta","Segunda","    US     |     UL    ","50","Objeto clave"
"Nerviosfera","Séptima","300","150","Lista de objetos"
"Nictostal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Nido Ball","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Nivel Ball","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Normastal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Nota Intrigante","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Objeto Perdido","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Ocaso Ball","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Orbe Claro","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Orbe Oscuro","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Palo","Segunda","No está a la venta","100","Objeto potenciador"
"Pañuelo Amarillo","Segunda","No está a la venta","100","Objeto potenciador"
"Pañuelo Azul","Segunda","No está a la venta","100","Objeto potenciador"
"Pañuelo Elegido","Segunda","No está a la venta","100","Objeto potenciador"
"Pañuelo Rojo","Segunda","No está a la venta","100","Objeto potenciador"
"Pañuelo Rosa","Segunda","No está a la venta","100","Objeto potenciador"
"Pañuelo Seda","Tercera","No está a la venta","50","Objeto potenciador"
"Pañuelo Sucio","Tercera","No está a la venta","50","Objeto potenciador"
"Pañuelo Verde","Tercera","No está a la venta","50","Objeto potenciador"
"Paquete","Tercera","    D        P        Pt    ","50","Objeto clave"
"Paracontacto","Séptima","No está a la venta","200","Lista de objetos"
"Parque Ball","Séptima","No está a la venta","200","Lista de objetos"
"Parte Amarilla","Séptima","No está a la venta","200","Lista de objetos"
"Parte Azul","Séptima","No está a la venta","200","Lista de objetos"
"Parte Roja","Séptima","No está a la venta","200","Lista de objetos"
"Parte Verde","Séptima","No está a la venta","200","Lista de objetos"
"Pase","Séptima","   N2      B2   ","200","Objeto clave"
"Pase Central","Séptima","   N2      B2   ","200","Objeto clave"
"Pase Concurso","Séptima","   N2      B2   ","200","Objeto clave"
"Patines","Séptima","    X        Y    ","200","Objeto clave"
"Pepita","Primera","No está a la venta","50001","Objeto valioso"
"Periscopio","Segunda","No está a la venta","100","Lista de objetos"
"Perla","Segunda","No está a la venta","100","Lista de objetos"
"Perla Grande","Segunda","No está a la venta","375012","Objeto valioso"
"Pesa Recia","Segunda","No está a la venta","375012","Objeto valioso"
"Peso Ball","Segunda","No está a la venta","375012","Objeto valioso"
"Pétalo Amarillo","Segunda","No está a la venta","375012","Objeto valioso"
"Pétalo Azul","Segunda","No está a la venta","375012","Objeto valioso"
"Pétalo Naranja","Segunda","No está a la venta","375012","Objeto valioso"
"Pétalo Rojo","Segunda","No está a la venta","375012","Objeto valioso"
"Pétalo Rosa","Segunda","No está a la venta","375012","Objeto valioso"
"Pétalo Verde","Segunda","No está a la venta","375012","Objeto valioso"
"Pétalo Violeta","Segunda","No está a la venta","375012","Objeto valioso"
"Pico Afilado","Segunda","No está a la venta","375012","Objeto valioso"
"Pidgeotita","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Piedra Activadora","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Piedra Agua","Primera","21001","1050","Piedra evolutiva"
"Piedra Alba","Primera","21001","1050","Piedra evolutiva"
"Piedra Brillante","Primera","21001","1050","Piedra evolutiva"
"Piedra Común","Primera","21001","1050","Piedra evolutiva"
"Piedra Día","Cuarta","No está a la venta","1050","Piedra evolutiva"
"Piedra Dura","Segunda","No está a la venta","501","Objeto potenciador"
"Piedra Espíritu","Segunda","1050","501","Lista de objetos"
"Piedra Eterna","Segunda","No está a la venta","15001","Lista de objetos"
"Piedra Fuego","Primera","21001","1050","Piedra evolutiva"
"Piedra Hielo","Primera","21001","1050","Piedra evolutiva"
"Piedra Hoja","Primera","21001","1050","Piedra evolutiva"
"Piedra Insólita","Primera","21001","1050","Piedra evolutiva"
"Piedra Lunar","Primera","No está a la venta","1050","Piedra evolutiva"
"Piedra Magma","Primera","No está a la venta","1050","Piedra evolutiva"
"Piedra Noche","Cuarta","No está a la venta","1050","Piedra evolutiva"
"Piedra Oval","Cuarta","No está a la venta","1050","Piedra evolutiva"
"Piedra Pómez","Cuarta","No está a la venta","1050","Piedra evolutiva"
"Piedra Solar","Segunda","No está a la venta","1050","Piedra evolutiva"
"Pikastal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Pila","Quinta","No está a la venta","100","Objeto potenciador"
"Pinsirita","Quinta","No se puede vender","100","Megapiedra"
"PiroROM","Quinta","No está a la venta","2900","Lista de objetos"
"Pirostal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Plantabayas","Séptima","   HG      SS   ","No se puede vender","Objeto clave"
"Pluma Aguante","Séptima","   HG      SS   ","No se puede vender","Objeto clave"
"Pluma Bella","Séptima","   HG      SS   ","No se puede vender","Objeto clave"
"Pluma Ímpetu","Séptima","   HG      SS   ","No se puede vender","Objeto clave"
"Pluma Intelecto","Séptima","   HG      SS   ","No se puede vender","Objeto clave"
"Poción","Primera","300","150","Poción (clase de objeto)"
"Poción Máxima","Primera","300","150","Poción (clase de objeto)"
"Pokéseñuelo","Quinta","1000","500","Lista de objetos"
"Poké Tele","Quinta","   RF      VH   ","500","Objeto clave"
"Pokochera","Quinta","    D        P        Pt    ","500","Objeto clave"
"Polvo Brillo","Quinta","    D        P        Pt    ","500","Objeto clave"
"Polvo Curación","Quinta","    D        P        Pt    ","500","Objeto clave"
"Polvo Energía","Quinta","    D        P        Pt    ","500","Objeto clave"
"Polvo Estelar","Quinta","    D        P        Pt    ","500","Objeto clave"
"Polvo Metálico","Quinta","    D        P        Pt    ","500","Objeto clave"
"Polvo Plata","Segunda","No está a la venta","50","Objeto potenciador"
"Polvo Veloz","Segunda","No está a la venta","50","Objeto potenciador"
"Porcehelado","Quinta","100","501","Objeto curativo"
"Primastal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Prisma Azul","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Prisma Rojo","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Protec. Especial","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Protector","Cuarta","No está a la venta","1050","Objeto evolutivo"
"Proteína","Primera","9800","4900","Lista de objetos"
"Psicostal Z","Séptima","30","100.000.000","Cristal Z"
"Psydugadera","Séptima","30","100.000.000","Objeto clave"
"Pulsera Z","Séptima","    S        L    ","100.000.000","Objeto clave"
"Puño Suerte","Séptima","    S        L    ","100.000.000","Objeto clave"
"Refleluz","Cuarta","No está a la venta","100","Lista de objetos"
"Refresco","Primera","300","150","Comida Pokémon"
"Regalosfera","Quinta","No está a la venta","100","Lista de objetos"
"Reglamento","Quinta","No está a la venta","100","Objeto beta"
"Repartir Exp","Primera","No está a la venta","15001","Lista de objetos"
"Repelente","Primera","350","175","Repelente (clase de objeto)"
"Repelente Máximo","Primera","350","175","Repelente (clase de objeto)"
"Restaurar Todo","Primera","350","175","Repelente (clase de objeto)"
"Restos","Segunda","No está a la venta","1001","Objeto curativo"
"Revest. Metálico","Segunda","No está a la venta","1001","Objeto curativo"
"Revivir","Primera","1500","750","Objeto curativo"
"Revivir Máximo","Primera","1500","750","Objeto curativo"
"Roca Calor","Primera","1500","750","Objeto curativo"
"Roca del Rey","Segunda","No está a la venta","50","Objeto evolutivo"
"Roca Helada","Segunda","No está a la venta","50","Objeto evolutivo"
"Roca Lluvia","Segunda","No está a la venta","50","Objeto evolutivo"
"Roca Suave","Segunda","No está a la venta","50","Objeto evolutivo"
"Rocío Bondad","Tercera","No está a la venta","100","Objeto potenciador"
"Rubí","Tercera","No está a la venta","100","Objeto potenciador"
"Sableynita","Tercera","No se puede vender","100","Megapiedra"
"Saca Botín","Tercera","No se puede vender","100","Megapiedra"
"Saco Bayas","Tercera","No se puede vender","100","Megapiedra"
"Saco Hollín","Tercera","No se puede vender","100","Megapiedra"
"Safari Ball","Tercera","No se puede vender","100","Megapiedra"
"Salamencita","Tercera","No se puede vender","100","Megapiedra"
"Sal Cardumen","Tercera","No se puede vender","100","Megapiedra"
"Sana Ball","Tercera","No se puede vender","100","Megapiedra"
"Saquito Fragante","Tercera","No se puede vender","100","Megapiedra"
"Sarta Perlas","Tercera","No se puede vender","100","Megapiedra"
"Sceptilita","Sexta","1500","No se puede vender","Megapiedra"
"Scizorita","Sexta","No esta a la venta","No se puede vender","Megapiedra"
"Snorlastal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Solgaleostal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Steelixita","Séptima","No se puede vender","No se puede vender","Megapiedra"
"Super Ball","Séptima","No se puede vender","No se puede vender","Megapiedra"
"Supercaña","Séptima","Todos excepto Pokémon Negro y Blanco","No se puede vender","Objeto clave"
"Superpoción","Primera","700","350","Poción (clase de objeto)"
"Superpulsera Z","Primera","    US     |     UL    ","350","Objeto clave"
"Superrepelente","Primera","500","250","Repelente (clase de objeto)"
"Swampertita","Sexta","1500","No se puede vender","Megapiedra"
"Tabla Acero","Sexta","1500","No se puede vender","Megapiedra"
"Tabla Bicho","Sexta","1500","No se puede vender","Megapiedra"
"Tabla Cielo","Sexta","1500","No se puede vender","Megapiedra"
"Tabla Draco","Sexta","1500","No se puede vender","Megapiedra"
"Tabla Duende","Sexta","1500","No se puede vender","Megapiedra"
"Tabla Fuerte","Sexta","1500","No se puede vender","Megapiedra"
"Tabla Helada","Sexta","1500","No se puede vender","Megapiedra"
"Tabla Linfa","Sexta","1500","No se puede vender","Megapiedra"
"Tabla Llama","Sexta","1500","No se puede vender","Megapiedra"
"Tabla Mental","Sexta","1500","No se puede vender","Megapiedra"
"Tabla Oscura","Cuarta","No está a la venta","500","Tabla"
"Tabla Pétrea","Cuarta","No está a la venta","500","Tabla"
"Tabla Pradal","Cuarta","No está a la venta","500","Tabla"
"Tabla Terrax","Cuarta","No está a la venta","500","Tabla"
"Tabla Terror","Cuarta","No está a la venta","500","Tabla"
"Tabla Tóxica","Cuarta","No está a la venta","500","Tabla"
"Tabla Trueno","Cuarta","No está a la venta","500","Tabla"
"Talismán","Cuarta","    D        P        Pt    ","500","Objeto clave"
"Tapistal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Azul","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 01","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 02","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 03","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 04","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 05","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 06","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 07","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 08","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 09","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 10","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 11","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 12","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 13","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 14","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 15","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 16","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 17","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 18","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 19","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 20","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 21","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 22","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 23","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 24","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 25","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 26","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Datos 27","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Libertad","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Tarjeta Plasma","Séptima","   N2      B2   ","No se puede vender","Objeto clave"
"Tarjeta Puntos","Séptima","   N2      B2   ","No se puede vender","Objeto clave"
"Tarjeta Roja","Séptima","   N2      B2   ","No se puede vender","Objeto clave"
"Té","Séptima","   RF      VH   ","No se puede vender","Objeto clave"
"Tela Terrible","Séptima","   RF      VH   ","No se puede vender","Objeto clave"
"Telescopio","Cuarta","No está a la venta","100","Lista de objetos"
"Toxiestrella","Cuarta","No está a la venta","100","Lista de objetos"
"Toxisfera","Cuarta","No está a la venta","50","Lista de objetos"
"Toxistal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Traje Aqua","Séptima","   Zα   ","No se puede vender","Objeto clave"
"Traje de Gala","Séptima","   Zα   ","No se puede vender","Objeto clave"
"Traje Magma","Séptima","   RΩ   ","No se puede vender","Objeto clave"
"Tri-Ticket","Séptima","   RF      VH   ","No se puede vender","Objeto clave"
"Trozo Estrella","Séptima","   RF      VH   ","No se puede vender","Objeto clave"
"Tubérculo","Quinta","No está a la venta","100","Objeto potenciador"
"Tubo MT-MO","Quinta","   RF      VH   ","100","Objeto clave"
"Tyranitarita","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Ultra Ball","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Ultranecrostal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Vale Descuento","Sexta","No está a la venta","10","Lista de objetos"
"Vasija Castigo","Sexta","No está a la venta","10","Lista de objetos"
"Velocidad X","Sexta","No está a la venta","10","Lista de objetos"
"Velocidad X 2","Sexta","No está a la venta","10","Lista de objetos"
"Velocidad X 3","Sexta","No está a la venta","10","Lista de objetos"
"Velocidad X 6","Sexta","No está a la venta","10","Lista de objetos"
"Veloz Ball","Sexta","No está a la venta","10","Lista de objetos"
"Venusaurita","Sexta","150 000","No se puede vender","Megapiedra"
"Vidasfera","Cuarta","No está a la venta","100","Lista de objetos"
"Zahorí","Cuarta","Todos","100","Objeto clave"
"Zinc","Tercera","9800","4900","Lista de objetos"
"Zumo de Baya","Tercera","9800","4900","Lista de objetos"
